node,pos_x,pos_y,path_order,connection,connection_type,track_info,node_type,cluster
Protohype,0.574301,0.497405,1,Protohype - Yup ,created,Valentino Khan: Protohype & Goldplate - Yup (Victor Niglio ft. Marlon Souler Remix),artist,-1
Yup ,0.503224,0.481856,2,Protohype - Yup ,created,Valentino Khan: Protohype & Goldplate - Yup (Victor Niglio ft. Marlon Souler Remix),track_basic,-1
Protohype,0.574301,0.497405,1,Protohype - Turf Wars,created,Datsik: Datsik & Protohype & Init - Turf Wars,artist,-1
Turf Wars,0.635078,0.463159,2,Protohype - Turf Wars,created,Datsik: Datsik & Protohype & Init - Turf Wars,track_basic,-1
Voodoo,0.438691,0.258494,1,Voodoo - RL Grime,played,RL Grime: Noisia - Voodoo,track_basic,-1
RL Grime,0.459933,0.29647,2,Voodoo - RL Grime,played,RL Grime: Noisia - Voodoo,set_artist,1
Voodoo,0.438691,0.258494,1,Voodoo - Noisia,created,RL Grime: Noisia - Voodoo,track_basic,-1
Noisia,0.471914,0.274076,2,Voodoo - Noisia,created,RL Grime: Noisia - Voodoo,artist,-1
Katana ,0.712596,0.372279,1,Katana  - Datsik,created & played,Datsik: Datsik feat. Mayor Apeshit - Katana (VIP),track_basic,-1
Datsik,0.624021,0.377918,2,Katana  - Datsik,created & played,Datsik: Datsik feat. Mayor Apeshit - Katana (VIP),set_artist,8
Katana ,0.712596,0.372279,1,Katana  - Mayor Apeshit,created,Datsik: Datsik feat. Mayor Apeshit - Katana (VIP),track_basic,-1
Mayor Apeshit,0.77561,0.368729,2,Katana  - Mayor Apeshit,created,Datsik: Datsik feat. Mayor Apeshit - Katana (VIP),artist,-1
More Than You Know ,0.532101,0.170274,1,More Than You Know  - Salem Al Fakir,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Salem Al Fakir - More Than You Know (NC Edit),track_basic,-1
Salem Al Fakir,0.528653,0.196398,2,More Than You Know  - Salem Al Fakir,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Salem Al Fakir - More Than You Know (NC Edit),artist,-1
More Than You Know ,0.532101,0.170274,1,More Than You Know  - Axwell * Ingrosso,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Salem Al Fakir - More Than You Know (NC Edit),track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,2,More Than You Know  - Axwell * Ingrosso,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Salem Al Fakir - More Than You Know (NC Edit),artist,-1
Like This,0.445607,0.106897,1,Like This - Laidback Luke,created & played,Laidback Luke: Laidback Luke X Konih - Like This,track_basic,-1
Laidback Luke,0.464112,0.185389,2,Like This - Laidback Luke,created & played,Laidback Luke: Laidback Luke X Konih - Like This,set_artist,1
Like This,0.445607,0.106897,1,Like This - Laidback Luke X Konih,created,Laidback Luke: Laidback Luke X Konih - Like This,track_basic,-1
Laidback Luke X Konih,0.432171,0.0510665,2,Like This - Laidback Luke X Konih,created,Laidback Luke: Laidback Luke X Konih - Like This,artist,-1
This Could Be Love ,0.491308,0.433039,1,This Could Be Love  - Shaun Frank,created & played,Shaun Frank: Borgeous & Shaun Frank feat. Delaney Jane - This Could Be Love (Acappella),track_basic,-1
Shaun Frank,0.484177,0.363283,2,This Could Be Love  - Shaun Frank,created & played,Shaun Frank: Borgeous & Shaun Frank feat. Delaney Jane - This Could Be Love (Acappella),set_artist,1
This Could Be Love ,0.491308,0.433039,1,This Could Be Love  - Borgeous,created,Shaun Frank: Borgeous & Shaun Frank feat. Delaney Jane - This Could Be Love (Acappella),track_basic,-1
Borgeous,0.513587,0.468315,2,This Could Be Love  - Borgeous,created,Shaun Frank: Borgeous & Shaun Frank feat. Delaney Jane - This Could Be Love (Acappella),artist,-1
This Could Be Love ,0.491308,0.433039,1,This Could Be Love  - Delaney Jane,created,Shaun Frank: Borgeous & Shaun Frank feat. Delaney Jane - This Could Be Love (Acappella),track_basic,-1
Delaney Jane,0.510041,0.452333,2,This Could Be Love  - Delaney Jane,created,Shaun Frank: Borgeous & Shaun Frank feat. Delaney Jane - This Could Be Love (Acappella),artist,-1
Brennan Heart,0.715867,0.709354,1,Brennan Heart - Lose My Mind vs. Year Of Summer vs. Timeless ,created,Wildstylez: Brennan Heart & Wildstylez feat. Niels Geusebroek - Lose My Mind vs. Year Of Summer vs. Timeless (Wildstylez Mashup),artist,-1
Lose My Mind vs. Year Of Summer vs. Timeless ,0.693836,0.662798,2,Brennan Heart - Lose My Mind vs. Year Of Summer vs. Timeless ,created,Wildstylez: Brennan Heart & Wildstylez feat. Niels Geusebroek - Lose My Mind vs. Year Of Summer vs. Timeless (Wildstylez Mashup),track_basic,-1
Crowd Ctrl,0.443788,0.468895,1,Crowd Ctrl - Flosstradamus,created & played,Flosstradamus: Flosstradamus & DJ Sliink - Crowd Ctrl,track_basic,-1
Flosstradamus,0.487756,0.395637,2,Crowd Ctrl - Flosstradamus,created & played,Flosstradamus: Flosstradamus & DJ Sliink - Crowd Ctrl,set_artist,1
Crowd Ctrl,0.443788,0.468895,1,Crowd Ctrl - DJ Sliink,created,Flosstradamus: Flosstradamus & DJ Sliink - Crowd Ctrl,track_basic,-1
DJ Sliink,0.41279,0.521871,2,Crowd Ctrl - DJ Sliink,created,Flosstradamus: Flosstradamus & DJ Sliink - Crowd Ctrl,artist,-1
Prince,0.438792,0.231681,1,Prince - FUNKNROLL,created,Madeon: Prince - FUNKNROLL,artist,-1
FUNKNROLL,0.467409,0.171344,2,Prince - FUNKNROLL,created,Madeon: Prince - FUNKNROLL,track_basic,-1
Prince,0.438792,0.231681,1,Prince - FUNKNROLL ,created,Valentino Khan: Prince - FUNKNROLL (Chris Lake Edit),artist,-1
FUNKNROLL ,0.437116,0.310797,2,Prince - FUNKNROLL ,created,Valentino Khan: Prince - FUNKNROLL (Chris Lake Edit),track_basic,-1
Get Low ,0.475715,0.361543,1,Get Low  - DILLON FRANCIS,created & played,DILLON FRANCIS: Dillon Francis & DJ Snake - Get Low (Dillon Francis Edit),track_basic,-1
DILLON FRANCIS,0.455825,0.356546,2,Get Low  - DILLON FRANCIS,created & played,DILLON FRANCIS: Dillon Francis & DJ Snake - Get Low (Dillon Francis Edit),set_artist,3
Get Low ,0.475715,0.361543,1,Get Low  - Dillon Francis,created,Valentino Khan: Dillon Francis & DJ Snake - Get Low (NGHTMRE Remix),track_basic,-1
Dillon Francis,0.444554,0.348558,2,Get Low  - Dillon Francis,created,Valentino Khan: Dillon Francis & DJ Snake - Get Low (NGHTMRE Remix),artist,-1
Get Low ,0.475715,0.361543,1,Get Low  - DJ Snake,created,Valentino Khan: Dillon Francis & DJ Snake - Get Low (NGHTMRE Remix),track_basic,-1
DJ Snake,0.533038,0.334862,2,Get Low  - DJ Snake,created,Valentino Khan: Dillon Francis & DJ Snake - Get Low (NGHTMRE Remix),artist,-1
Get Low ,0.475715,0.361543,1,Get Low  - Valentino Khan,played,Valentino Khan: Dillon Francis & DJ Snake - Get Low (NGHTMRE Remix),track_basic,-1
Valentino Khan,0.464455,0.393263,2,Get Low  - Valentino Khan,played,Valentino Khan: Dillon Francis & DJ Snake - Get Low (NGHTMRE Remix),set_artist,1
Vybz Kartel,0.479644,0.285524,1,Vybz Kartel - Pon De Floor ,created,Ookay: Major Lazer feat. Vybz Kartel - Pon De Floor (Ookay Remix),artist,-1
Pon De Floor ,0.505345,0.327244,2,Vybz Kartel - Pon De Floor ,created,Ookay: Major Lazer feat. Vybz Kartel - Pon De Floor (Ookay Remix),track_basic,-1
Core ,0.447646,0.328148,1,Core  - RL Grime,created,Shaun Frank: RL Grime - Core (Dion Timmer Edit),track_basic,-1
RL Grime,0.459933,0.29647,2,Core  - RL Grime,created,Shaun Frank: RL Grime - Core (Dion Timmer Edit),set_artist,1
Core ,0.447646,0.328148,1,Core  - Shaun Frank,played,Shaun Frank: RL Grime - Core (Dion Timmer Edit),track_basic,-1
Shaun Frank,0.484177,0.363283,2,Core  - Shaun Frank,played,Shaun Frank: RL Grime - Core (Dion Timmer Edit),set_artist,1
2 Chainz,0.515937,0.286299,1,2 Chainz - Where U Been? ,created,RL Grime: 2 Chainz feat. Cap 1 - Where U Been? (Acappella),artist,-1
Where U Been? ,0.484107,0.248638,2,2 Chainz - Where U Been? ,created,RL Grime: 2 Chainz feat. Cap 1 - Where U Been? (Acappella),track_basic,-1
2 Chainz,0.515937,0.286299,1,2 Chainz - Mercy ,created,NGHTMRE: Kanye West feat. Big Sean & Pusha T & 2 Chainz - Mercy (RL Grime & Salva Remix),artist,-1
Mercy ,0.522771,0.336701,2,2 Chainz - Mercy ,created,NGHTMRE: Kanye West feat. Big Sean & Pusha T & 2 Chainz - Mercy (RL Grime & Salva Remix),track_basic,-1
2 Chainz,0.515937,0.286299,1,2 Chainz - No Problem,created,RL Grime: Chance The Rapper feat. 2 Chainz & Lil Wayne - No Problem,artist,-1
No Problem,0.506874,0.257449,2,2 Chainz - No Problem,created,RL Grime: Chance The Rapper feat. 2 Chainz & Lil Wayne - No Problem,track_basic,-1
2 Chainz,0.515937,0.286299,1,2 Chainz - Jefe vs. No Problem ,created,slander: Boombox Cartel vs. Chance The Rapper ft. 2 Chainz & Lil Wayne - Jefe vs. No Problem (The Chainsmokers XS Las Vegas Mashup),artist,-1
Jefe vs. No Problem ,0.53023,0.259952,2,2 Chainz - Jefe vs. No Problem ,created,slander: Boombox Cartel vs. Chance The Rapper ft. 2 Chainz & Lil Wayne - Jefe vs. No Problem (The Chainsmokers XS Las Vegas Mashup),track_basic,-1
Tremor vs. Wonderwall ,0.583678,0.319859,1,Tremor vs. Wonderwall  - Like Mike,created,Slushii: Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),track_basic,-1
Like Mike,0.600273,0.346539,2,Tremor vs. Wonderwall  - Like Mike,created,Slushii: Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),artist,-1
Tremor vs. Wonderwall ,0.583678,0.319859,1,Tremor vs. Wonderwall  - Dimitri Vegas,created,Slushii: Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),track_basic,-1
Dimitri Vegas,0.600276,0.34654,2,Tremor vs. Wonderwall  - Dimitri Vegas,created,Slushii: Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),artist,-1
Tremor vs. Wonderwall ,0.583678,0.319859,1,Tremor vs. Wonderwall  - Oasis,created,Slushii: Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),track_basic,-1
Oasis,0.631755,0.283366,2,Tremor vs. Wonderwall  - Oasis,created,Slushii: Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),artist,-1
Tremor vs. Wonderwall ,0.583678,0.319859,1,Tremor vs. Wonderwall  - Marshmello,played,Marshmello: Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),track_basic,-1
Marshmello,0.502467,0.293848,2,Tremor vs. Wonderwall  - Marshmello,played,Marshmello: Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),set_artist,6
Jotaro,0.539964,0.361257,1,Jotaro - Datsik,played,Datsik: Phiso - Jotaro,track_basic,-1
Datsik,0.624021,0.377918,2,Jotaro - Datsik,played,Datsik: Phiso - Jotaro,set_artist,8
Jotaro,0.539964,0.361257,1,Jotaro - Flosstradamus,played,Flosstradamus: Phiso - Jotaro,track_basic,-1
Flosstradamus,0.487756,0.395637,2,Jotaro - Flosstradamus,played,Flosstradamus: Phiso - Jotaro,set_artist,1
Jotaro,0.539964,0.361257,1,Jotaro - Ookay,played,Ookay: Phiso - Jotaro,track_basic,-1
Ookay,0.536061,0.37073,2,Jotaro - Ookay,played,Ookay: Phiso - Jotaro,set_artist,1
Jotaro,0.539964,0.361257,1,Jotaro - Marshmello,played,Marshmello: Phiso - Jotaro,track_basic,-1
Marshmello,0.502467,0.293848,2,Jotaro - Marshmello,played,Marshmello: Phiso - Jotaro,set_artist,6
Wolfgang Gartner,0.444842,0.277433,1,Wolfgang Gartner - The Devil's Den ,created,Slushii: Skrillex & Wolfgang Gartner vs. Daft Punk - The Devil's Den (VIP) vs. Harder Better Faster Stronger (Skrillex Mashup),artist,-1
The Devil's Den ,0.501512,0.278319,2,Wolfgang Gartner - The Devil's Den ,created,Slushii: Skrillex & Wolfgang Gartner vs. Daft Punk - The Devil's Den (VIP) vs. Harder Better Faster Stronger (Skrillex Mashup),track_basic,-1
Wolfgang Gartner,0.444842,0.277433,1,Wolfgang Gartner - Yin For The Kill ,created,Martin Solveig: Wolfgang Gartner & Francis Preve vs. La Roux - Yin For The Kill (Dave Spoon Bootleg),artist,-1
Yin For The Kill ,0.367934,0.269407,2,Wolfgang Gartner - Yin For The Kill ,created,Martin Solveig: Wolfgang Gartner & Francis Preve vs. La Roux - Yin For The Kill (Dave Spoon Bootleg),track_basic,-1
Wolfgang Gartner,0.444842,0.277433,1,Wolfgang Gartner - The Champ,created,Zedd: Wolfgang Gartner - The Champ,artist,-1
The Champ,0.514709,0.307216,2,Wolfgang Gartner - The Champ,created,Zedd: Wolfgang Gartner - The Champ,track_basic,-1
Vengaboys,0.673639,0.342882,1,Vengaboys - We Like To Party,created,Slushii: Vengaboys - We Like To Party,artist,-1
We Like To Party,0.612218,0.349881,2,Vengaboys - We Like To Party,created,Slushii: Vengaboys - We Like To Party,track_basic,-1
Raumakustik,0.127874,0.232385,1,Raumakustik - Dem A Pree ,created,Duke Dumont: Raumakustik - Dem A Pree (Patrick Topping Remix),artist,-1
Dem A Pree ,0.17587,0.248876,2,Raumakustik - Dem A Pree ,created,Duke Dumont: Raumakustik - Dem A Pree (Patrick Topping Remix),track_basic,-1
Macklemore,0.752224,0.276848,1,Macklemore - Take The Ride vs. Can't Hold Us ,created,Oliver Heldens: Chocolate Puma & Tommie Sunshine vs. Macklemore & Ryan Lewis feat. Ray Dalton - Take The Ride vs. Can't Hold Us (Oliver Heldens Mashup),artist,-1
Take The Ride vs. Can't Hold Us ,0.698167,0.309163,2,Macklemore - Take The Ride vs. Can't Hold Us ,created,Oliver Heldens: Chocolate Puma & Tommie Sunshine vs. Macklemore & Ryan Lewis feat. Ray Dalton - Take The Ride vs. Can't Hold Us (Oliver Heldens Mashup),track_basic,-1
The Hills ,0.496631,0.29743,1,The Hills  - RL Grime,played,RL Grime: The Weeknd - The Hills (RL Grime Remix / Porter Robinson Edit),track_basic,-1
RL Grime,0.459933,0.29647,2,The Hills  - RL Grime,played,RL Grime: The Weeknd - The Hills (RL Grime Remix / Porter Robinson Edit),set_artist,1
The Hills ,0.496631,0.29743,1,The Hills  - Shaun Frank,played,Shaun Frank: The Weeknd - The Hills (RL Grime Remix),track_basic,-1
Shaun Frank,0.484177,0.363283,2,The Hills  - Shaun Frank,played,Shaun Frank: The Weeknd - The Hills (RL Grime Remix),set_artist,1
The Hills ,0.496631,0.29743,1,The Hills  - The Weeknd,created,Shaun Frank: The Weeknd - The Hills (RL Grime Remix),track_basic,-1
The Weeknd,0.545227,0.260944,2,The Hills  - The Weeknd,created,Shaun Frank: The Weeknd - The Hills (RL Grime Remix),artist,-1
VINAI,0.60377,0.47527,1,VINAI - The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown ,created,W&W: VINAI vs. Hardwell & W&W feat. MAKJ & Lil Jon vs. Ummet Ozcan - The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown (W&W Mashup),artist,-1
The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown ,0.579092,0.460599,2,VINAI - The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown ,created,W&W: VINAI vs. Hardwell & W&W feat. MAKJ & Lil Jon vs. Ummet Ozcan - The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown (W&W Mashup),track_basic,-1
VINAI,0.60377,0.47527,1,VINAI - Bounce Generation vs. Heroes ,created,Martin Garrix: TJR & VINAI vs. Breathe Carolina & Brooks & Pillface - Bounce Generation vs. Heroes (Martin Garrix Mashup),artist,-1
Bounce Generation vs. Heroes ,0.641944,0.436063,2,VINAI - Bounce Generation vs. Heroes ,created,Martin Garrix: TJR & VINAI vs. Breathe Carolina & Brooks & Pillface - Bounce Generation vs. Heroes (Martin Garrix Mashup),track_basic,-1
VINAI,0.60377,0.47527,1,VINAI - Time For The Techno,created,W&W: Carnage & VINAI - Time For The Techno,artist,-1
Time For The Techno,0.569162,0.439625,2,VINAI - Time For The Techno,created,W&W: Carnage & VINAI - Time For The Techno,track_basic,-1
VINAI,0.60377,0.47527,1,VINAI - Our Style,created,Tiesto: VINAI - Our Style,artist,-1
Our Style,0.579633,0.510411,2,VINAI - Our Style,created,Tiesto: VINAI - Our Style,track_basic,-1
Tag Team,0.713311,0.419096,1,Tag Team - Can't Stop Playing vs. Whoomp! ,created,Oliver Heldens: Dr. Kucho! & Gregor Salto & Oliver Heldens vs. Tag Team - Can't Stop Playing vs. Whoomp! (There It Is) (Oliver Heldens Mashup),artist,-1
Can't Stop Playing vs. Whoomp! ,0.683371,0.444642,2,Tag Team - Can't Stop Playing vs. Whoomp! ,created,Oliver Heldens: Dr. Kucho! & Gregor Salto & Oliver Heldens vs. Tag Team - Can't Stop Playing vs. Whoomp! (There It Is) (Oliver Heldens Mashup),track_basic,-1
Tag Team,0.713311,0.419096,1,Tag Team - Whoomp! ,created,Ephwurd: Tag Team - Whoomp! (There It Is),artist,-1
Whoomp! ,0.674944,0.375231,2,Tag Team - Whoomp! ,created,Ephwurd: Tag Team - Whoomp! (There It Is),track_basic,-1
LNY TNZ,0.460606,0.31029,1,LNY TNZ - All The Ladies,created,Laidback Luke: LNY TNZ feat. Sam King - All The Ladies,artist,-1
All The Ladies,0.451063,0.259409,2,LNY TNZ - All The Ladies,created,Laidback Luke: LNY TNZ feat. Sam King - All The Ladies,track_basic,-1
LNY TNZ,0.460606,0.31029,1,LNY TNZ - Techno,created,Yellow Claw: Yellow Claw & Diplo & LNY TNZ feat. Waka Flocka Flame - Techno,artist,-1
Techno,0.497957,0.363758,2,LNY TNZ - Techno,created,Yellow Claw: Yellow Claw & Diplo & LNY TNZ feat. Waka Flocka Flame - Techno,track_basic,-1
Doctor P,0.590998,0.471351,1,Doctor P - Watch Out,created,Slushii: Doctor P - Watch Out,artist,-1
Watch Out,0.569169,0.415859,2,Doctor P - Watch Out,created,Slushii: Doctor P - Watch Out,track_basic,-1
Doctor P,0.590998,0.471351,1,Doctor P - Rekt Together ,created,Excision: Doctor P - Rekt Together (Every Single Night),artist,-1
Rekt Together ,0.575788,0.488498,2,Doctor P - Rekt Together ,created,Excision: Doctor P - Rekt Together (Every Single Night),track_basic,-1
Cassius,0.287456,0.306917,1,Cassius - I <3 U SO,created,Martin Solveig: Cassius - I <3 U SO,artist,-1
I <3 U SO,0.345779,0.310663,2,Cassius - I <3 U SO,created,Martin Solveig: Cassius - I <3 U SO,track_basic,-1
Making Luv To The Beat ,0.393999,0.33562,1,Making Luv To The Beat  - WatchTheDuck,created,Boombox Cartel: WatchTheDuck feat. T.I. & DJ E-Feezy - Making Luv To The Beat (Retrohandz Remix),track_basic,-1
WatchTheDuck,0.342363,0.363519,2,Making Luv To The Beat  - WatchTheDuck,created,Boombox Cartel: WatchTheDuck feat. T.I. & DJ E-Feezy - Making Luv To The Beat (Retrohandz Remix),artist,-1
Making Luv To The Beat ,0.393999,0.33562,1,Making Luv To The Beat  - T.I.,created,Boombox Cartel: WatchTheDuck feat. T.I. & DJ E-Feezy - Making Luv To The Beat (Retrohandz Remix),track_basic,-1
T.I.,0.340377,0.358471,2,Making Luv To The Beat  - T.I.,created,Boombox Cartel: WatchTheDuck feat. T.I. & DJ E-Feezy - Making Luv To The Beat (Retrohandz Remix),artist,-1
Tom Morello,0.605016,0.344201,1,Tom Morello - Battle Sirens ,created,slander: Knife Party & Tom Morello - Battle Sirens (RIOT Remix),artist,-1
Battle Sirens ,0.556375,0.330569,2,Tom Morello - Battle Sirens ,created,slander: Knife Party & Tom Morello - Battle Sirens (RIOT Remix),track_basic,-1
More Than Ever,0.523763,0.375203,1,More Than Ever - KAYZO,created,Yellow Claw: KAYZO & Junkie Kid - More Than Ever,track_basic,-1
KAYZO,0.480044,0.3254,2,More Than Ever - KAYZO,created,Yellow Claw: KAYZO & Junkie Kid - More Than Ever,artist,-1
More Than Ever,0.523763,0.375203,1,More Than Ever - Junkie Kid,created,Yellow Claw: KAYZO & Junkie Kid - More Than Ever,track_basic,-1
Junkie Kid,0.523582,0.442149,2,More Than Ever - Junkie Kid,created,Yellow Claw: KAYZO & Junkie Kid - More Than Ever,artist,-1
More Than Ever,0.523763,0.375203,1,More Than Ever - Yellow Claw,played,Yellow Claw: KAYZO & Junkie Kid - More Than Ever,track_basic,-1
Yellow Claw,0.57106,0.338601,2,More Than Ever - Yellow Claw,played,Yellow Claw: KAYZO & Junkie Kid - More Than Ever,set_artist,9
Whitney Houston,0.573648,0.264122,1,Whitney Houston - I Wanna Dance With Somebody ,created,Oliver Heldens: Whitney Houston - I Wanna Dance With Somebody (Acappella),artist,-1
I Wanna Dance With Somebody ,0.54979,0.318285,2,Whitney Houston - I Wanna Dance With Somebody ,created,Oliver Heldens: Whitney Houston - I Wanna Dance With Somebody (Acappella),track_basic,-1
Whitney Houston,0.573648,0.264122,1,Whitney Houston - Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine ,created,Axwell & Ingrosso: Sebastian Ingrosso vs. Alesso vs. The Source & Candi Staton vs. Whitney Houston vs. Guns N' Roses - Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine (Axwell * Ingrosso Mashup),artist,-1
Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine ,0.568812,0.219742,2,Whitney Houston - Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine ,created,Axwell & Ingrosso: Sebastian Ingrosso vs. Alesso vs. The Source & Candi Staton vs. Whitney Houston vs. Guns N' Roses - Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine (Axwell * Ingrosso Mashup),track_basic,-1
Whitney Houston,0.573648,0.264122,1,Whitney Houston - I Will Always Lick Dat ,created,Slushii: Whitney Houston vs. Yellow Claw - I Will Always Lick Dat (The Underdogs DJ Tool),artist,-1
I Will Always Lick Dat ,0.569699,0.303854,2,Whitney Houston - I Will Always Lick Dat ,created,Slushii: Whitney Houston vs. Yellow Claw - I Will Always Lick Dat (The Underdogs DJ Tool),track_basic,-1
Welcome To The Black Parade ,0.380977,0.395569,1,Welcome To The Black Parade  - DILLON FRANCIS,played,DILLON FRANCIS: My Chemical Romance - Welcome To The Black Parade (Steve Aoki 10th Anniversary Remix),track_basic,-1
DILLON FRANCIS,0.455825,0.356546,2,Welcome To The Black Parade  - DILLON FRANCIS,played,DILLON FRANCIS: My Chemical Romance - Welcome To The Black Parade (Steve Aoki 10th Anniversary Remix),set_artist,3
Welcome To The Black Parade ,0.380977,0.395569,1,Welcome To The Black Parade  - My Chemical Romance,created,DILLON FRANCIS: My Chemical Romance - Welcome To The Black Parade (Steve Aoki 10th Anniversary Remix),track_basic,-1
My Chemical Romance,0.326877,0.424991,2,Welcome To The Black Parade  - My Chemical Romance,created,DILLON FRANCIS: My Chemical Romance - Welcome To The Black Parade (Steve Aoki 10th Anniversary Remix),artist,-1
Royce,0.214125,0.566252,1,Royce - The Lonely Robot,created,Mija: Billy Kenny & Walker & Royce - The Lonely Robot,artist,-1
The Lonely Robot,0.251589,0.530094,2,Royce - The Lonely Robot,created,Mija: Billy Kenny & Walker & Royce - The Lonely Robot,track_basic,-1
Like Mike,0.600273,0.346539,1,Like Mike - Higher Place vs. Ten Feet Tall ,created,Afrojack: Dimitri Vegas & Like Mike vs. NLW - Higher Place vs. Ten Feet Tall (Afrojack UMF Mashup),artist,-1
Higher Place vs. Ten Feet Tall ,0.615578,0.337084,2,Like Mike - Higher Place vs. Ten Feet Tall ,created,Afrojack: Dimitri Vegas & Like Mike vs. NLW - Higher Place vs. Ten Feet Tall (Afrojack UMF Mashup),track_basic,-1
Like Mike,0.600273,0.346539,1,Like Mike - Arcade vs. Seven Nation Army ,created,W&W: Dimitri Vegas & Like Mike & W&W vs. The White Stripes - Arcade vs. Seven Nation Army (W&W Edit),artist,-1
Arcade vs. Seven Nation Army ,0.614643,0.361161,2,Like Mike - Arcade vs. Seven Nation Army ,created,W&W: Dimitri Vegas & Like Mike & W&W vs. The White Stripes - Arcade vs. Seven Nation Army (W&W Edit),track_basic,-1
Like Mike,0.600273,0.346539,1,Like Mike - Arcade,created,Armin van Buren: Dimitri Vegas & Like Mike vs. W&W - Arcade,artist,-1
Arcade,0.639287,0.414089,2,Like Mike - Arcade,created,Armin van Buren: Dimitri Vegas & Like Mike vs. W&W - Arcade,track_basic,-1
Like Mike,0.600273,0.346539,1,Like Mike - Sweet Child O' Mine vs. Runaway ,created,Marshmello: Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI - Sweet Child O' Mine vs. Runaway (U & I) vs. Mammoth (1835er Mashup),artist,-1
Sweet Child O' Mine vs. Runaway ,0.544052,0.287202,2,Like Mike - Sweet Child O' Mine vs. Runaway ,created,Marshmello: Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI - Sweet Child O' Mine vs. Runaway (U & I) vs. Mammoth (1835er Mashup),track_basic,-1
Like Mike,0.600273,0.346539,1,Like Mike - Tremor ,created,slander: Dimitri Vegas & Like Mike & Martin Garrix - Tremor (Sensation 2014 Anthem) (Riot Ten & Sullivan King Bootleg),artist,-1
Tremor ,0.583732,0.37931,2,Like Mike - Tremor ,created,slander: Dimitri Vegas & Like Mike & Martin Garrix - Tremor (Sensation 2014 Anthem) (Riot Ten & Sullivan King Bootleg),track_basic,-1
Remy,0.452387,0.513392,1,Remy - Lean Back ,created,NGHTMRE: Terror Squad feat. Fat Joe & Remy - Lean Back (NGHTMRE Remix),artist,-1
Lean Back ,0.47141,0.452103,2,Remy - Lean Back ,created,NGHTMRE: Terror Squad feat. Fat Joe & Remy - Lean Back (NGHTMRE Remix),track_basic,-1
Black Beatles,0.529432,0.278136,1,Black Beatles - RL Grime,played,RL Grime: Rae Sremmurd feat. Gucci Mane - Black Beatles,track_basic,-1
RL Grime,0.459933,0.29647,2,Black Beatles - RL Grime,played,RL Grime: Rae Sremmurd feat. Gucci Mane - Black Beatles,set_artist,1
Black Beatles,0.529432,0.278136,1,Black Beatles - Rae Sremmurd,created,RL Grime: Rae Sremmurd feat. Gucci Mane - Black Beatles,track_basic,-1
Rae Sremmurd,0.589433,0.286328,2,Black Beatles - Rae Sremmurd,created,RL Grime: Rae Sremmurd feat. Gucci Mane - Black Beatles,artist,-1
Black Beatles,0.529432,0.278136,1,Black Beatles - Gucci Mane,created,RL Grime: Rae Sremmurd feat. Gucci Mane - Black Beatles,track_basic,-1
Gucci Mane,0.55019,0.295651,2,Black Beatles - Gucci Mane,created,RL Grime: Rae Sremmurd feat. Gucci Mane - Black Beatles,artist,-1
Rambo ,0.544528,0.408706,1,Rambo  - Deorro,created,Ookay: Deorro & J-Trick - Rambo (Let's Get Fuckin' Crazy Acappella),track_basic,-1
