node,pos_x,pos_y,path_order,connection,connection_type,track_info,node_type,cluster
Noisecontrollers,0.871859,0.423243,1,Noisecontrollers - Summer In The City ,created & played,Noisecontrollers: Noisecontrollers - Summer In The City (Part I) (Decibel 2010 Anthem),set_artist,1
Summer In The City ,0.92152,0.433293,2,Noisecontrollers - Summer In The City ,created & played,Noisecontrollers: Noisecontrollers - Summer In The City (Part I) (Decibel 2010 Anthem),track_basic,-1
Encore ,0.588928,0.372831,1,Encore  - Afrojack,played,Afrojack: MERCER - Encore (SayMyName Remix),track_basic,-1
Afrojack,0.58438,0.33521,2,Encore  - Afrojack,played,Afrojack: MERCER - Encore (SayMyName Remix),set_artist,1
Encore ,0.588928,0.372831,1,Encore  - MERCER,created,Afrojack: MERCER - Encore (SayMyName Remix),track_basic,-1
MERCER,0.54301,0.381519,2,Encore  - MERCER,created,Afrojack: MERCER - Encore (SayMyName Remix),artist,-1
Fatman Scoop,0.54156,0.341614,1,Fatman Scoop - Squad Out,created,Jauz: Skrillex & Jauz feat. Fatman Scoop - Squad Out,artist,-1
Squad Out,0.535351,0.310438,2,Fatman Scoop - Squad Out,created,Jauz: Skrillex & Jauz feat. Fatman Scoop - Squad Out,track_basic,-1
Sexual ,0.663808,0.120865,1,Sexual  - Neiked,created,Kygo: Neiked feat. Dyo - Sexual (Oliver Nelson Remix),track_basic,-1
Neiked,0.694492,0.0736826,2,Sexual  - Neiked,created,Kygo: Neiked feat. Dyo - Sexual (Oliver Nelson Remix),artist,-1
Sexual ,0.663808,0.120865,1,Sexual  - Dyo,created,Kygo: Neiked feat. Dyo - Sexual (Oliver Nelson Remix),track_basic,-1
Dyo,0.691259,0.0717589,2,Sexual  - Dyo,created,Kygo: Neiked feat. Dyo - Sexual (Oliver Nelson Remix),artist,-1
Lovesick Fuck,0.540699,0.0786938,1,Lovesick Fuck - Mura Masa,created,Madeon: Mura Masa - Lovesick Fuck,track_basic,-1
Mura Masa,0.554891,0.0244857,2,Lovesick Fuck - Mura Masa,created,Madeon: Mura Masa - Lovesick Fuck,artist,-1
Lovesick Fuck,0.540699,0.0786938,1,Lovesick Fuck - Madeon,played,Madeon: Mura Masa - Lovesick Fuck,track_basic,-1
Madeon,0.518838,0.155078,2,Lovesick Fuck - Madeon,played,Madeon: Mura Masa - Lovesick Fuck,set_artist,7
Myon,0.276367,0.278682,1,Myon - Strangers,created,Seven Lions: Seven Lions & Myon & Shane 54 feat. Tove Lo - Strangers,artist,-1
Strangers,0.340072,0.278803,2,Myon - Strangers,created,Seven Lions: Seven Lions & Myon & Shane 54 feat. Tove Lo - Strangers,track_basic,-1
Don't Let Me Down ,0.533192,0.307755,1,Don't Let Me Down  - Marshmello,played,Marshmello: The Chainsmokers feat. Daya - Don't Let Me Down (W&W Remix),track_basic,-1
Marshmello,0.502467,0.293848,2,Don't Let Me Down  - Marshmello,played,Marshmello: The Chainsmokers feat. Daya - Don't Let Me Down (W&W Remix),set_artist,6
Don't Let Me Down ,0.533192,0.307755,1,Don't Let Me Down  - Illenium,played,Illenium: The Chainsmokers feat. Daya - Don't Let Me Down (Illenium Remix),track_basic,-1
Illenium,0.4234,0.223717,2,Don't Let Me Down  - Illenium,played,Illenium: The Chainsmokers feat. Daya - Don't Let Me Down (Illenium Remix),set_artist,1
Don't Let Me Down ,0.533192,0.307755,1,Don't Let Me Down  - Ephwurd,played,Ephwurd: The Chainsmokers feat. Daya - Don't Let Me Down (Ephwurd Remix),track_basic,-1
Ephwurd,0.608173,0.332616,2,Don't Let Me Down  - Ephwurd,played,Ephwurd: The Chainsmokers feat. Daya - Don't Let Me Down (Ephwurd Remix),set_artist,1
Borg ,0.453727,0.38492,1,Borg  - Virtual Riot,created,Seven Lions: FuntCase & Virtual Riot - Borg (Downlink Remix),track_basic,-1
Virtual Riot,0.572853,0.391883,2,Borg  - Virtual Riot,created,Seven Lions: FuntCase & Virtual Riot - Borg (Downlink Remix),artist,-1
Pretty Things,0.193675,0.14949,1,Pretty Things - Gill Chang,created,Gramatik: MYRNE & Gill Chang - Pretty Things,track_basic,-1
Gill Chang,0.14732,0.135061,2,Pretty Things - Gill Chang,created,Gramatik: MYRNE & Gill Chang - Pretty Things,artist,-1
Make Some Noise,0.551777,0.393931,1,Make Some Noise - Afrojack,played,Afrojack: Valentino Khan feat. DJ Kool - Make Some Noise,track_basic,-1
Afrojack,0.58438,0.33521,2,Make Some Noise - Afrojack,played,Afrojack: Valentino Khan feat. DJ Kool - Make Some Noise,set_artist,1
Make Some Noise,0.551777,0.393931,1,Make Some Noise - DJ Kool,created,Afrojack: Valentino Khan feat. DJ Kool - Make Some Noise,track_basic,-1
DJ Kool,0.614457,0.420181,2,Make Some Noise - DJ Kool,created,Afrojack: Valentino Khan feat. DJ Kool - Make Some Noise,artist,-1
Fat Joe,0.517047,0.409521,1,Fat Joe - Lean Back ,created,NGHTMRE: Terror Squad feat. Fat Joe & Remy - Lean Back (NGHTMRE Remix),artist,-1
Lean Back ,0.47141,0.452103,2,Fat Joe - Lean Back ,created,NGHTMRE: Terror Squad feat. Fat Joe & Remy - Lean Back (NGHTMRE Remix),track_basic,-1
Fat Joe,0.517047,0.409521,1,Fat Joe - All The Way Up,created,slander: Fat Joe & Remy Ma feat. French Montana - All The Way Up,artist,-1
All The Way Up,0.5292,0.357506,2,Fat Joe - All The Way Up,created,slander: Fat Joe & Remy Ma feat. French Montana - All The Way Up,track_basic,-1
Without A Trace ,0.457311,0.226354,1,Without A Trace  - Kill The Noise,created,Illenium: Kill The Noise feat. Stalking Gia - Without A Trace (Kill The Noise & Virtual Riot Remix),track_basic,-1
Kill The Noise,0.492793,0.290068,2,Without A Trace  - Kill The Noise,created,Illenium: Kill The Noise feat. Stalking Gia - Without A Trace (Kill The Noise & Virtual Riot Remix),artist,-1
Without A Trace ,0.457311,0.226354,1,Without A Trace  - Illenium,played,Illenium: Kill The Noise feat. Stalking Gia - Without A Trace (Kill The Noise & Virtual Riot Remix),track_basic,-1
Illenium,0.4234,0.223717,2,Without A Trace  - Illenium,played,Illenium: Kill The Noise feat. Stalking Gia - Without A Trace (Kill The Noise & Virtual Riot Remix),set_artist,1
Eric Leva,0.642737,0.222906,1,Eric Leva - Superhuman,created,slander: SLANDER feat. Eric Leva - Superhuman,artist,-1
Superhuman,0.598872,0.266412,2,Eric Leva - Superhuman,created,slander: SLANDER feat. Eric Leva - Superhuman,track_basic,-1
Cbat ,0.52955,0.211375,1,Cbat  - Hudson Mohawke,created,Boombox Cartel: Hudson Mohawke - Cbat (Boombox Cartel Remix),track_basic,-1
Hudson Mohawke,0.555768,0.156705,2,Cbat  - Hudson Mohawke,created,Boombox Cartel: Hudson Mohawke - Cbat (Boombox Cartel Remix),artist,-1
This Girl ,0.681633,0.116231,1,This Girl  - Kungs,created,Kygo: Kungs vs. Cookin' On 3 Burners feat. Kylie Auldist - This Girl (RTC Edit),track_basic,-1
Kungs,0.713062,0.0700584,2,This Girl  - Kungs,created,Kygo: Kungs vs. Cookin' On 3 Burners feat. Kylie Auldist - This Girl (RTC Edit),artist,-1
Matisse,0.769379,0.396417,1,Matisse - Lock 'N' Load,created,Showtek: Matisse & Sadko - Lock 'N' Load,artist,-1
Lock 'N' Load,0.727815,0.407194,2,Matisse - Lock 'N' Load,created,Showtek: Matisse & Sadko - Lock 'N' Load,track_basic,-1
G Shit ,0.496553,0.397008,1,G Shit  - Sam King,created,Excision: Excision feat. Sam King - G Shit (Badklaat Remix),track_basic,-1
Sam King,0.456915,0.330507,2,G Shit  - Sam King,created,Excision: Excision feat. Sam King - G Shit (Badklaat Remix),artist,-1
Bombero,0.382274,0.419828,1,Bombero - DILLON FRANCIS,played,DILLON FRANCIS: ETC!ETC! & Hoodie - Bombero,track_basic,-1
DILLON FRANCIS,0.455825,0.356546,2,Bombero - DILLON FRANCIS,played,DILLON FRANCIS: ETC!ETC! & Hoodie - Bombero,set_artist,3
Bombero,0.382274,0.419828,1,Bombero - Hoodie,created,DILLON FRANCIS: ETC!ETC! & Hoodie - Bombero,track_basic,-1
Hoodie,0.333116,0.455308,2,Bombero - Hoodie,created,DILLON FRANCIS: ETC!ETC! & Hoodie - Bombero,artist,-1
MAKJ,0.532034,0.466615,1,MAKJ - The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown ,created,W&W: VINAI vs. Hardwell & W&W feat. MAKJ & Lil Jon vs. Ummet Ozcan - The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown (W&W Mashup),artist,-1
The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown ,0.579092,0.460599,2,MAKJ - The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown ,created,W&W: VINAI vs. Hardwell & W&W feat. MAKJ & Lil Jon vs. Ummet Ozcan - The Wave vs. Techno vs. Get Down vs. Megatron vs. Welcome To The Jungle vs. Countdown (W&W Mashup),track_basic,-1
All Or Nothing,0.290538,0.375202,1,All Or Nothing - Lost Frequencies,created & played,Lost Frequencies: Lost Frequencies feat. Axel Ehnstr*m - All Or Nothing,track_basic,-1
Lost Frequencies,0.370313,0.358969,2,All Or Nothing - Lost Frequencies,created & played,Lost Frequencies: Lost Frequencies feat. Axel Ehnstr*m - All Or Nothing,set_artist,5
All Or Nothing,0.290538,0.375202,1,All Or Nothing - Axel Ehnstr*m,created,Lost Frequencies: Lost Frequencies feat. Axel Ehnstr*m - All Or Nothing,track_basic,-1
Axel Ehnstr*m,0.235482,0.388102,2,All Or Nothing - Axel Ehnstr*m,created,Lost Frequencies: Lost Frequencies feat. Axel Ehnstr*m - All Or Nothing,artist,-1
Nero,0.355796,0.283406,1,Nero - Promises ,created,Shaun Frank: Skrillex & Nero - Promises (Delaney Jane Cover),artist,-1
Promises ,0.424695,0.318939,2,Nero - Promises ,created,Shaun Frank: Skrillex & Nero - Promises (Delaney Jane Cover),track_basic,-1
Nero,0.355796,0.283406,1,Nero - The Thrill ,created,Porter Robinson: Nero - The Thrill (Porter Robinson Worlds Live Edit),artist,-1
The Thrill ,0.362006,0.191906,2,Nero - The Thrill ,created,Porter Robinson: Nero - The Thrill (Porter Robinson Worlds Live Edit),track_basic,-1
SNBRN,0.34948,0.460575,1,SNBRN - The New Order,created,Shaun Frank: SNBRN & Shaun Frank & Dr. Fresch - The New Order,artist,-1
The New Order,0.399782,0.426233,2,SNBRN - The New Order,created,Shaun Frank: SNBRN & Shaun Frank & Dr. Fresch - The New Order,track_basic,-1
TroyBoi,0.516517,0.444886,1,TroyBoi - Power Clash ,created,Flosstradamus: Kanye West vs. TroyBoi & Flosstradamus - Power Clash (Griff Edit),artist,-1
Power Clash ,0.513317,0.386122,2,TroyBoi - Power Clash ,created,Flosstradamus: Kanye West vs. TroyBoi & Flosstradamus - Power Clash (Griff Edit),track_basic,-1
Diddy Dirty Money,0.696475,0.566572,1,Diddy Dirty Money - Coming Home ,created,Hardwell: Diddy Dirty Money feat. Skylar Grey - Coming Home (Acappella),artist,-1
Coming Home ,0.660178,0.517942,2,Diddy Dirty Money - Coming Home ,created,Hardwell: Diddy Dirty Money feat. Skylar Grey - Coming Home (Acappella),track_basic,-1
Diamonds,0.571889,0.409841,1,Diamonds - Afrojack,created & played,Afrojack: Afrojack & Jay Karama - Diamonds,track_basic,-1
Afrojack,0.58438,0.33521,2,Diamonds - Afrojack,created & played,Afrojack: Afrojack & Jay Karama - Diamonds,set_artist,1
Diamonds,0.571889,0.409841,1,Diamonds - Jay Karama,created,Afrojack: Afrojack & Jay Karama - Diamonds,track_basic,-1
Jay Karama,0.534596,0.461442,2,Diamonds - Jay Karama,created,Afrojack: Afrojack & Jay Karama - Diamonds,artist,-1
Matroda,0.695157,0.408596,1,Matroda - Deep Inside vs. Ho's And Disco's vs. Vibrations ,created,Ephwurd: Matroda vs. Lucky Date & Space Laces vs. Ephwurd - Deep Inside vs. Ho's And Disco's vs. Vibrations (Ephwurd Edit),artist,-1
Deep Inside vs. Ho's And Disco's vs. Vibrations ,0.637782,0.385003,2,Matroda - Deep Inside vs. Ho's And Disco's vs. Vibrations ,created,Ephwurd: Matroda vs. Lucky Date & Space Laces vs. Ephwurd - Deep Inside vs. Ho's And Disco's vs. Vibrations (Ephwurd Edit),track_basic,-1
Paradise ,0.393651,0.134995,1,Paradise  - Made In June,created,Laidback Luke: Laidback Luke & Made In June feat. Bright Lights - Paradise (Mark Villa Remix),track_basic,-1
Made In June,0.360124,0.0888581,2,Paradise  - Made In June,created,Laidback Luke: Laidback Luke & Made In June feat. Bright Lights - Paradise (Mark Villa Remix),artist,-1
Paradise ,0.393651,0.134995,1,Paradise  - Bright Lights,created,Laidback Luke: Laidback Luke & Made In June feat. Bright Lights - Paradise (Mark Villa Remix),track_basic,-1
Bright Lights,0.345535,0.155937,2,Paradise  - Bright Lights,created,Laidback Luke: Laidback Luke & Made In June feat. Bright Lights - Paradise (Mark Villa Remix),artist,-1
Andrew Bayer,0.501523,0.368756,1,Andrew Bayer - Do Androids Dream Part 2 vs. Calling ,created,Axwell & Ingrosso: Andrew Bayer vs. Sebastian Ingrosso & Alesso feat. Ryan Tedder vs. Martin Garrix & Third Party - Do Androids Dream Part 2 vs. Calling (Lose My Mind) vs. Lions In The Wild (Axwell * Ingrosso Mashup),artist,-1
Do Androids Dream Part 2 vs. Calling ,0.572023,0.286105,2,Andrew Bayer - Do Androids Dream Part 2 vs. Calling ,created,Axwell & Ingrosso: Andrew Bayer vs. Sebastian Ingrosso & Alesso feat. Ryan Tedder vs. Martin Garrix & Third Party - Do Androids Dream Part 2 vs. Calling (Lose My Mind) vs. Lions In The Wild (Axwell * Ingrosso Mashup),track_basic,-1
Need You,0.434005,0.364839,1,Need You - DILLON FRANCIS,created & played,DILLON FRANCIS: Dillon Francis & NGHTMRE - Need You,track_basic,-1
DILLON FRANCIS,0.455825,0.356546,2,Need You - DILLON FRANCIS,created & played,DILLON FRANCIS: Dillon Francis & NGHTMRE - Need You,set_artist,3
Need You,0.434005,0.364839,1,Need You - Dillon Francis,created,NGHTMRE: Dillon Francis & NGHTMRE - Need You,track_basic,-1
Dillon Francis,0.444554,0.348558,2,Need You - Dillon Francis,created,NGHTMRE: Dillon Francis & NGHTMRE - Need You,artist,-1
Falling ,0.481746,0.226231,1,Falling  - Kinnda,created,Galantis: Alesso feat. Kinnda - Falling (BROHUG Remix),track_basic,-1
Kinnda,0.484791,0.167013,2,Falling  - Kinnda,created,Galantis: Alesso feat. Kinnda - Falling (BROHUG Remix),artist,-1
James Vincent McMorrow,0.678697,0.578657,1,James Vincent McMorrow - The Future,created,San Holo: San Holo feat. James Vincent McMorrow - The Future,artist,-1
The Future,0.645098,0.528886,2,James Vincent McMorrow - The Future,created,San Holo: San Holo feat. James Vincent McMorrow - The Future,track_basic,-1
Do It Right,0.348155,0.306757,1,Do It Right - Martin Solveig,created & played,Martin Solveig: Martin Solveig feat. Tkay Maidza - Do It Right,track_basic,-1
Martin Solveig,0.428607,0.314786,2,Do It Right - Martin Solveig,created & played,Martin Solveig: Martin Solveig feat. Tkay Maidza - Do It Right,set_artist,1
Coming Home ,0.660178,0.517942,1,Coming Home  - Skylar Grey,created,Hardwell: Diddy Dirty Money feat. Skylar Grey - Coming Home (Acappella),track_basic,-1
Skylar Grey,0.693879,0.569151,2,Coming Home  - Skylar Grey,created,Hardwell: Diddy Dirty Money feat. Skylar Grey - Coming Home (Acappella),artist,-1
Shapov,0.514167,0.101953,1,Shapov - Belong ,created,Axwell & Ingrosso: Axwell & Shapov feat. Alx Reuterski*ld* - Belong (Axwell & Years Remode),artist,-1
Belong ,0.515822,0.141279,2,Shapov - Belong ,created,Axwell & Ingrosso: Axwell & Shapov feat. Alx Reuterski*ld* - Belong (Axwell & Years Remode),track_basic,-1
Deep Down Low,0.545172,0.360981,1,Deep Down Low - Afrojack,played,Afrojack: Valentino Khan - Deep Down Low,track_basic,-1
Afrojack,0.58438,0.33521,2,Deep Down Low - Afrojack,played,Afrojack: Valentino Khan - Deep Down Low,set_artist,1
Deep Down Low,0.545172,0.360981,1,Deep Down Low - Ephwurd,played,Ephwurd: Valentino Khan - Deep Down Low,track_basic,-1
Ephwurd,0.608173,0.332616,2,Deep Down Low - Ephwurd,played,Ephwurd: Valentino Khan - Deep Down Low,set_artist,1
Leveled,0.600547,0.403443,1,Leveled - Datsik,played,Datsik: JPhelpz - Leveled,track_basic,-1
Datsik,0.624021,0.377918,2,Leveled - Datsik,played,Datsik: JPhelpz - Leveled,set_artist,8
All Stars,0.346466,0.297392,1,All Stars - Alma,created,Martin Solveig: Martin Solveig feat. Alma - All Stars,track_basic,-1
Alma,0.287673,0.284387,2,All Stars - Alma,created,Martin Solveig: Martin Solveig feat. Alma - All Stars,artist,-1
All Stars,0.346466,0.297392,1,All Stars - Martin Solveig,created & played,Martin Solveig: Martin Solveig feat. Alma - All Stars,track_basic,-1
Martin Solveig,0.428607,0.314786,2,All Stars - Martin Solveig,created & played,Martin Solveig: Martin Solveig feat. Alma - All Stars,set_artist,1
Faded ,0.505302,0.388223,1,Faded  - Lost Frequencies,played,Lost Frequencies: ZHU - Faded (Acappella),track_basic,-1
Lost Frequencies,0.370313,0.358969,2,Faded  - Lost Frequencies,played,Lost Frequencies: ZHU - Faded (Acappella),set_artist,5
Faded ,0.505302,0.388223,1,Faded  - ZHU,created,Lost Frequencies: ZHU - Faded (Acappella),track_basic,-1
ZHU,0.581482,0.418516,2,Faded  - ZHU,created,Lost Frequencies: ZHU - Faded (Acappella),artist,-1
Faded ,0.505302,0.388223,1,Faded  - Iselin Solheim,created,Slushii: Alan Walker feat. Iselin Solheim - Faded (Slushii Remix),track_basic,-1
Iselin Solheim,0.579247,0.42292,2,Faded  - Iselin Solheim,created,Slushii: Alan Walker feat. Iselin Solheim - Faded (Slushii Remix),artist,-1
Knuck If You Buck,0.39939,0.239799,1,Knuck If You Buck - RL Grime,played,RL Grime: Crime Mob - Knuck If You Buck,track_basic,-1
RL Grime,0.459933,0.29647,2,Knuck If You Buck - RL Grime,played,RL Grime: Crime Mob - Knuck If You Buck,set_artist,1
Knuck If You Buck,0.39939,0.239799,1,Knuck If You Buck - Crime Mob,created,RL Grime: Crime Mob - Knuck If You Buck,track_basic,-1
Crime Mob,0.353387,0.199711,2,Knuck If You Buck - Crime Mob,created,RL Grime: Crime Mob - Knuck If You Buck,artist,-1
We Rise ,0.619664,0.513543,1,We Rise  - San Holo,created & played,San Holo: San Holo - We Rise (VIP),track_basic,-1
San Holo,0.596959,0.460492,2,We Rise  - San Holo,created & played,San Holo: San Holo - We Rise (VIP),set_artist,1
Waka Flocka Flame,0.466321,0.423425,1,Waka Flocka Flame - Back Again,created,Flosstradamus: Flosstradamus & Mayhem feat. Waka Flocka Flame - Back Again,artist,-1
Back Again,0.484426,0.425508,2,Waka Flocka Flame - Back Again,created,Flosstradamus: Flosstradamus & Mayhem feat. Waka Flocka Flame - Back Again,track_basic,-1
Bangduck,0.639727,0.318703,1,Bangduck - Afrojack,created & played,Afrojack: Afrojack - Bangduck,track_basic,-1
Afrojack,0.58438,0.33521,2,Bangduck - Afrojack,created & played,Afrojack: Afrojack - Bangduck,set_artist,1
Resistance,0.643833,0.391723,1,Resistance - Afrojack,played,Afrojack: Aero Chord - Resistance,track_basic,-1
Afrojack,0.58438,0.33521,2,Resistance - Afrojack,played,Afrojack: Aero Chord - Resistance,set_artist,1
I Want You,0.460847,0.203082,1,I Want You - Chris Lake,created,Madeon: Chris Lake - I Want You,track_basic,-1
Chris Lake,0.425293,0.282338,2,I Want You - Chris Lake,created,Madeon: Chris Lake - I Want You,artist,-1
I Want You,0.460847,0.203082,1,I Want You - Madeon,played,Madeon: Chris Lake - I Want You,track_basic,-1
Madeon,0.518838,0.155078,2,I Want You - Madeon,played,Madeon: Chris Lake - I Want You,set_artist,7
Easton Corbin,0.261541,0.388804,1,Easton Corbin - Are You With Me ,created,Lost Frequencies: Lost Frequencies feat. Easton Corbin - Are You With Me (Deluxe Edit),artist,-1
Are You With Me ,0.300911,0.377315,2,Easton Corbin - Are You With Me ,created,Lost Frequencies: Lost Frequencies feat. Easton Corbin - Are You With Me (Deluxe Edit),track_basic,-1
Backseat Freestyle ,0.604738,0.347912,1,Backseat Freestyle  - Datsik,played,Datsik: Kendrick Lamar - Backseat Freestyle (Acappella),track_basic,-1
Datsik,0.624021,0.377918,2,Backseat Freestyle  - Datsik,played,Datsik: Kendrick Lamar - Backseat Freestyle (Acappella),set_artist,8
Ms. Jackson ,0.642157,0.531262,1,Ms. Jackson  - OutKast,created,San Holo: OutKast - Ms. Jackson (San Holo Remix),track_basic,-1
OutKast,0.674418,0.582386,2,Ms. Jackson  - OutKast,created,San Holo: OutKast - Ms. Jackson (San Holo Remix),artist,-1
Ms. Jackson ,0.642157,0.531262,1,Ms. Jackson  - San Holo,played,San Holo: OutKast - Ms. Jackson (San Holo Remix),track_basic,-1
